Mag X,Mag Y,Mag Z,heading
211.5,291.0,270.0,51.927218126009166
213.0,291.0,268.5,51.57516970197403
210.0,292.5,273.0,52.43140797117251
208.5,289.5,267.0,52.01376254792273
214.5,291.0,273.0,51.84277341263094
210.0,289.5,270.0,52.1250163489018
211.5,292.5,273.0,52.23415103503758
205.5,294.0,267.0,52.41585537125235
216.0,294.0,271.5,51.494940267704386
210.0,289.5,268.5,51.97022303327225
211.5,292.5,271.5,52.08121224465871
210.0,295.5,264.0,51.49934627965457
216.0,288.0,270.0,51.34019174590991
213.0,294.0,274.5,52.190100508162686
214.5,292.5,273.0,51.84277341263094
207.0,288.0,267.0,52.21426203920676
213.0,292.5,276.0,52.34122581136417
208.5,286.5,276.0,52.931332017104495
214.5,286.5,271.5,51.68931539763406
210.0,294.0,270.0,52.1250163489018
213.0,289.5,271.5,51.88473808738763
211.5,291.0,267.0,51.616028993520864
217.5,298.5,267.0,50.83350758473516
207.0,294.0,265.5,52.05784664988108
208.5,295.5,267.0,52.01376254792273
213.0,,267.0,51.418786730238786
217.5,288.0,270.0,51.14662565964667
216.0,288.0,265.5,50.86960044301471
211.5,286.5,273.0,52.23415103503758
210.0,295.5,271.5,52.278741720390514
210.0,291.0,271.5,52.278741720390514
213.0,292.5,267.0,51.418786730238786
210.0,294.0,274.5,52.58302386367812
216.0,291.0,268.5,51.18439123389422
213.0,295.5,264.0,51.10277965365579
208.5,295.5,265.5,51.857072334099264
211.5,297.0,261.0,50.98059952476345
210.0,,261.0,51.17992424918311
213.0,294.0,264.0,51.10277965365579
208.5,291.0,271.5,52.477330306660804
210.0,295.5,271.5,52.278741720390514
211.5,292.5,274.5,52.38604315126727
207.0,301.5,271.5,52.676981734532006
216.0,297.0,271.5,51.494940267704386
210.0,292.5,271.5,52.278741720390514
213.0,291.0,265.5,51.261326304302216
213.0,295.5,265.5,51.261326304302216
214.5,297.0,271.5,51.68931539763406
220.5,292.5,265.5,50.29008120537127
211.5,292.5,267.0,51.616028993520864
216.0,295.5,271.5,51.494940267704386
219.0,294.0,268.5,50.79785438515965
292.5,300.0,127.5,23.55226367289465
292.5,297.0,124.5,23.056593829115066
297.0,,124.5,22.743037340550362
292.5,294.0,129.0,23.798709202901073
294.0,309.0,135.0,24.663814712463562
288.0,,132.0,24.623564786163612
295.5,307.5,135.0,24.553423083429525
292.5,303.0,123.0,22.80737773879982
292.5,,129.0,23.798709202901073
288.0,303.0,130.5,24.37646861667477
300.0,297.0,126.0,22.78240573048169
289.5,,127.5,23.76938885995374
291.0,298.5,123.0,22.912828396771655
300.0,301.5,126.0,22.78240573048169
286.5,297.0,129.0,24.240217189658164
294.0,303.0,130.5,23.935360293123917
291.0,,133.5,24.64390046570477
291.0,304.5,132.0,24.39943592417513
288.0,301.5,136.5,25.35900239785803
295.5,300.0,136.5,24.793581437043915
289.5,301.5,133.5,24.756311854585924
291.0,303.0,136.5,25.129966479484327
295.5,303.0,129.0,23.5835899570958
291.0,306.0,127.5,23.66035679198678
300.0,306.0,130.5,23.509040224192457
295.5,301.5,,
291.0,301.5,132.0,24.39943592417513
291.0,298.5,127.5,23.66035679198678
294.0,,139.5,25.38386226375135
292.5,304.5,133.5,24.532442400431425
291.0,307.5,129.0,23.9076604941725
295.5,300.0,127.5,23.338849179653355
297.0,,130.5,23.720395572304596
291.0,295.5,127.5,23.66035679198678
291.0,294.0,126.0,23.412114169302676
297.0,301.5,129.0,23.477399892092926
295.5,309.0,127.5,23.338849179653355
297.0,301.5,127.5,23.23350567051646
289.5,,124.5,23.270210200737637
300.0,298.5,130.5,23.509040224192457
292.5,301.5,132.0,24.288802178381285
295.5,304.5,135.0,24.553423083429525
295.5,297.0,130.5,23.827421380570435
298.5,307.5,136.5,24.57397523691099
295.5,294.0,133.5,24.312341429565148
294.0,303.0,133.5,24.421926415676044
300.0,301.5,133.5,23.98906400955239
291.0,301.5,130.5,24.15402143046676
295.5,298.5,126.0,23.093202932597624
286.5,301.5,126.0,23.739440838028184
289.5,298.5,124.5,23.270210200737637
292.5,294.0,124.5,23.056593829115066
295.5,295.5,130.5,23.827421380570435
28.5,288.0,343.5,85.25706513147064
30.0,289.5,340.5,84.96491532054334
22.5,285.0,340.5,86.2194314656989
24.0,,337.5,85.93248043341985
30.0,286.5,339.0,84.94275146744086
31.5,291.0,,
43.5,292.5,337.5,82.65570071049733
52.5,289.5,334.5,81.08015621633773
61.5,285.0,339.0,79.71746497072657
60.0,291.0,331.5,79.74078934755961
64.5,289.5,337.5,79.18060159802123
75.0,291.0,333.0,77.30733445488212
78.0,285.0,336.0,76.93068210371783
85.5,289.5,334.5,75.66188482838825
85.5,,336.0,75.72327198619736
97.5,289.5,334.5,73.74966196620962
99.0,291.0,330.0,73.30075576600639
106.5,285.0,324.0,71.80411423836088
112.5,291.0,319.5,70.60218755144177
106.5,294.0,328.5,72.03725844848341
100.5,286.5,322.5,72.69150842396492
99.0,291.0,325.5,73.08299413902016
103.5,294.0,325.5,72.36077472981727
102.0,295.5,325.5,72.60088425590733
108.0,292.5,334.5,72.10629075429574
106.5,291.0,331.5,72.18950361207797
115.5,289.5,325.5,70.4633450618716
126.0,,324.0,68.74949449286676
136.5,291.0,315.0,66.5713071912546
141.0,292.5,307.5,65.36681214044467
153.0,285.0,307.5,63.546854499988214
154.5,288.0,306.0,63.210700341698306
160.5,289.5,304.5,62.20657258804145
171.0,292.5,298.5,60.19314384403374
184.5,282.0,289.5,57.49040571790919
193.5,294.0,277.5,55.112040310912626
204.0,289.5,274.5,53.38139802136493
198.0,295.5,276.0,54.34467190209969
193.5,289.5,285.0,55.82555940408014
216.0,,,
222.0,292.5,261.0,49.61635209355101
244.5,294.0,240.0,44.46785635869245
255.0,298.5,225.0,41.423665625002656
261.0,297.0,217.5,39.80557109226519
267.0,295.5,202.5,37.177660735178
276.0,295.5,181.5,33.329267638230675
292.5,300.0,150.0,27.14968169778317
291.0,294.0,136.5,25.129966479484327
295.5,304.5,118.5,21.851537014693356
300.0,,111.0,20.304473709960437
292.5,,121.5,22.557246634705653
298.5,,117.0,21.403182852793726
297.0,303.0,90.0,16.85839876773828
304.5,306.0,66.0,12.22961575755787
304.5,301.5,34.5,6.4640743193768415
295.5,301.5,4.5,0.8724571229020331
295.5,306.0,-18.0,-3.4857911831221315
280.5,,-40.5,-8.215874415103102
274.5,315.0,-66.0,-13.519414114129388
262.5,309.0,-78.0,-16.548940854971335
249.0,316.5,-102.0,-22.275897848258975
252.0,313.5,-97.5,-21.15169138346481
256.5,,-97.5,-20.81264648325938
250.5,319.5,-93.0,-20.36782060263787
250.5,313.5,-94.5,-20.668758083064944
244.5,313.5,-112.5,-24.70823233200597
220.5,318.0,-135.0,-31.476839349583983
204.0,322.5,-162.0,-38.45370921670597
187.5,322.5,-171.0,-42.36481541754857
169.5,322.5,-189.0,-48.11343874805721
127.5,,-205.5,-58.18296515854085
123.0,325.5,-213.0,-59.99507912917599
88.5,,-214.5,-67.57957256402631
78.0,,-219.0,-70.39591184917057
42.0,336.0,-229.5,-79.62925847171537
22.5,324.0,-222.0,-84.2127570359685
-9.0,331.5,-232.5,-92.2167943407402
-33.0,331.5,-231.0,-98.13010235415598
-72.0,336.0,-223.5,-107.85622325731426
-87.0,330.0,-226.5,-111.01208014404119
-88.5,,-222.0,-111.73463121878805
-85.5,330.0,-219.0,-111.32621841914258
-96.0,327.0,-213.0,-114.26129085247779
-127.5,328.5,-204.0,-122.0053832080835
-151.5,,-189.0,-128.71522001584043
-160.5,325.5,-187.5,-130.56352551434264
-180.0,,-174.0,-135.97102193107918
-204.0,333.0,-160.5,-141.80558044186478
-217.5,334.5,-142.5,-146.76828893202065
-241.5,334.5,-127.5,-152.168172435182
-241.5,327.0,-108.0,-155.9055693369155
-252.0,322.5,-91.5,-160.04428151593424
-253.5,325.5,-103.5,-157.79059084178502
-247.5,328.5,-97.5,-158.4985656759521
-264.0,327.0,-99.0,-159.44395478041653
-262.5,,,
-285.0,321.0,-34.5,-173.09777881920877
-292.5,321.0,-1.5,-179.7061780653493
-297.0,318.0,15.0,177.10873040377945
-297.0,319.5,43.5,171.66743990362582
-295.5,319.5,70.5,166.58129191893127
-291.0,319.5,97.5,161.47649517415806
-292.5,315.0,118.5,157.945742289597
-294.0,315.0,108.0,159.8293465881496
-291.0,310.5,106.5,159.89841602183526
-292.5,312.0,105.0,160.25316339457387
-291.0,315.0,115.5,158.35151482893204
-291.0,321.0,123.0,157.08717160322837
-274.5,,162.0,149.45242825109298
-246.0,304.5,220.5,138.12880984883213
-231.0,303.0,243.0,133.54978370906656
-205.5,306.0,267.0,127.58414462874765
-183.0,309.0,276.0,123.54610858390778
-162.0,300.0,294.0,118.85566121971651
-145.5,295.5,298.5,115.98632561147022
-150.0,295.5,297.0,116.79608129397346
-151.5,297.0,297.0,117.02617425514966
-118.5,295.5,319.5,110.34941527737534
-85.5,292.5,324.0,104.78272604261568
-63.0,292.5,334.5,100.66618675984483
-30.0,294.0,337.5,95.07960786001456
-3.0,294.0,343.5,90.50038709879223
27.0,289.5,339.0,85.44623202084138
57.0,286.5,339.0,80.45547443444187
81.0,289.5,331.5,76.2691682423745
96.0,295.5,324.0,73.49563861824498
112.5,294.0,324.0,70.8518625420604
129.0,286.5,315.0,67.7297320799447
118.5,291.0,322.5,69.82455476918335
127.5,292.5,322.5,68.4286928087454
117.0,288.0,312.0,69.44395478041653
127.5,292.5,321.0,68.3372090645936
135.0,289.5,319.5,67.09423034158281
184.5,300.0,292.5,57.757532160876686
190.5,289.5,283.5,56.100570021505305
202.5,292.5,274.5,53.583621480113955
210.0,289.5,271.5,52.278741720390514
214.5,295.5,267.0,51.22262191192349
